cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
27302,Fairmont,49010,27,Minnesota,MN,81.162727,81.62648,84.434776,84.808952,87.08625,87.392586,91.256706,91.355171,76.742149,77.144081,81.267029,81.656776,83.147087,83.5495,83.711777,83.99511,79.16885925,83.04188325,85.29385575,87.579691,81.40168863,86.140456,83.77107231
27401,Storm Lake,52812,19,Iowa,IA,81.098396,81.38089,84.414162,84.705391,86.578026,86.950989,87.951385,88.278923,76.151543,76.32505,81.150574,81.501091,83.433983,83.809402,83.240868,83.727768,78.73896975,82.9428045,85.1931,85.799736,81.16753488,85.16977025,83.16865256
27402,Fort Dodge,101165,19,Iowa,IA,82.188896,82.526878,83.628365,84.099144,87.303131,87.576721,89.507484,89.671021,75.825699,76.212021,80.914619,81.364731,83.606186,83.957359,84.550644,84.851067,79.1883735,82.50171475,85.61084925,87.145054,81.41029075,85.812705,83.61149788
27501,Des Moines,595842,19,Iowa,IA,80.243874,80.621765,84.023911,84.360901,85.713707,85.991356,88.504417,88.64341,75.271935,75.683586,79.369797,79.761017,83.144493,83.456314,85.068985,85.31324,77.95529,81.8789065,84.5764675,86.882513,80.88367088,84.76291763,82.82329425
27502,Creston,35600,19,Iowa,IA,82.063011,82.390579,83.835831,84.192596,88.335358,88.607147,86.147408,86.553764,76.162827,76.613754,80.634933,81.029808,79.889549,80.373459,84.187988,84.594116,79.30754275,82.423292,84.30137825,85.370819,80.43580425,85.26571175,82.850758
27503,Atlantic,34687,19,Iowa,IA,82.110924,82.542946,84.956909,85.321808,88.402008,88.614998,89.373344,89.592445,77.943253,78.389549,82.019241,82.415428,83.503967,83.834335,85.44104,85.74736,80.246668,83.6783465,86.088827,87.53854725,82.41177163,86.36442275,84.38809719
27504,Carroll,48729,19,Iowa,IA,82.239708,82.582024,83.978401,84.454369,87.344421,87.578842,90.593857,90.73056,77.045105,77.376137,80.949326,81.38665,85.155708,85.38913,83.410683,83.83429,79.8107435,82.6921865,86.36702525,87.1423475,81.81837863,86.18777275,84.00307569
27601,Rapid City,158442,46,South Dakota,SD,81.773796,82.076691,86.00325,86.308876,86.552643,86.913963,88.318619,88.480331,77.357002,77.705078,82.643372,82.976028,83.564392,83.940971,87.476906,87.689583,79.72814175,84.4828815,85.24299225,87.99135975,82.9191665,85.80352113,84.36134381
27701,Scottsbluff,65903,31,Nebraska,NE,82.933899,82.919464,84.93222,84.939674,86.57518,86.79702,89.018654,89.123161,76.48774,76.428024,81.74308,81.720177,84.146431,84.343987,85.053963,85.282288,79.69228175,83.33378775,85.4656545,87.1195165,81.90071125,85.904909,83.90281013
27702,Cheyenne,95526,56,Wyoming,WY,80.61319,80.48484,85.379982,85.373444,86.651932,86.708611,88.068977,88.119034,75.223167,75.20076,80.839439,80.940201,82.604408,82.745987,86.365089,86.490555,77.88048925,83.1332665,84.6777345,87.26091375,81.30120075,85.17500125,83.238101
27801,Norfolk,56990,31,Nebraska,NE,83.600052,83.951378,86.149094,86.391403,87.05703,87.393486,86.518028,86.859413,76.727386,77.056717,81.59713,81.889648,84.275078,84.622833,80.792229,81.204239,80.33388325,84.00681875,85.83710675,83.84347725,81.0206575,85.9899855,83.5053215
27802,Columbus,61167,31,Nebraska,NE,82.815208,83.062889,86.455032,86.697876,88.238434,88.486244,86.510979,86.945648,77.351791,77.593567,80.623383,80.960739,84.798203,85.127884,84.709175,85.087204,80.20586375,83.6842575,86.66269125,85.8132515,82.03149325,86.15153875,84.091516
27901,Hastings,42251,31,Nebraska,NE,80.879074,81.334381,83.053894,83.441177,87.576065,87.855469,84.658447,84.862129,77.04953,77.423874,80.112251,80.458885,84.598175,84.910606,82.039513,82.288025,79.17171475,81.76655175,86.23507875,83.4620285,81.11010738,84.2075795,82.65884344
27902,York,26871,31,Nebraska,NE,80.362679,80.854652,83.206467,83.679588,88.174782,88.409904,90.233582,90.346367,75.845901,76.320236,81.880173,82.303719,82.85347,83.25827,84.881264,85.21299,78.345867,82.76748675,85.6741065,87.66855075,81.56950288,85.65850263,83.61400275
27903,Grand Island,77708,31,Nebraska,NE,83.228363,83.396835,84.339996,84.532539,87.312943,87.553947,88.388214,88.659203,77.680504,77.791344,82.447746,82.544746,84.039871,84.336235,84.547333,84.920822,80.5242615,83.46625675,85.810749,86.628893,82.28857513,85.926505,84.10754006
28001,Sioux City,187773,19,Iowa,IA,80.461288,80.751007,84.534836,84.798904,86.325119,86.578667,89.871689,90.025978,76.201202,76.403778,81.031914,81.309494,82.94577,83.249489,85.202469,85.502594,78.45431875,82.918787,84.77476125,87.6506825,81.48083875,85.418436,83.44963738
28002,West Point,25165,31,Nebraska,NE,79.981621,80.447189,82.575653,83.052475,86.463364,86.784103,85.178864,85.569725,77.875061,78.255379,81.500534,81.906914,83.165871,83.541466,90.026154,90.099312,79.1398125,82.258894,84.988701,87.71851375,83.29633638,83.75662425,83.52648031
28101,Lincoln,311956,31,Nebraska,NE,82.552788,82.800613,84.922493,85.204689,86.480782,86.68644,87.84668,88.06945,75.864838,76.189514,80.23011,80.590622,84.174683,84.414398,86.194801,86.427635,79.35193825,82.7369785,85.43907575,87.1346415,81.76082513,85.57049188,83.6656585
28102,Nebraska City,40078,31,Nebraska,NE,80.424606,80.807556,84.814621,85.123901,86.019638,86.411957,86.712151,87.122818,75.093269,75.453438,80.984505,81.327095,83.491585,83.893501,82.081871,82.58255,77.94471725,83.0625305,84.95417025,84.6248475,80.61347675,84.679656,82.64656638
28201,Red Oak,48197,19,Iowa,IA,81.895935,82.285034,84.071541,84.486656,89.19976,89.349289,88.169769,88.482994,77.592567,78.025162,80.259262,80.669975,81.67556,82.09037,86.949158,87.211571,79.9496745,82.3718585,85.57874475,87.703373,81.80920313,85.99262225,83.90091269
28202,Omaha,803201,31,Nebraska,NE,80.585358,81.082718,83.883858,84.195503,85.84269,86.150276,87.682846,87.905289,75.165573,75.699158,79.813255,80.178192,82.34655,82.722328,84.936592,85.225983,78.13320175,82.017702,84.265461,86.4376775,80.76095388,84.66606725,82.71351056
28301,Sterling,39751,8,Colorado,CO,82.551422,82.884392,83.318031,83.262955,83.668526,84.148033,85.202629,85.665665,77.047478,77.380653,81.557823,81.414192,84.496552,84.812515,83.691124,84.141434,79.96598625,82.38825025,84.2814065,84.675213,81.81772138,83.83770663,82.827714
28306,North Platte,35939,31,Nebraska,NE,82.08728,82.30806,86.1745,86.429237,86.393555,86.521477,88.882133,89.009895,77.047485,77.272438,82.310654,82.624298,82.629196,82.817177,86.960045,87.10685,79.67881575,84.38467225,84.59035125,87.98973075,82.34601788,85.97576713,84.1608925
28401,Colorado Springs,587132,8,Colorado,CO,82.682083,82.282478,84.955986,84.891533,86.898743,86.826324,88.220383,88.341057,77.827026,77.717339,81.293625,81.418518,84.139717,84.249657,86.000191,86.23481,80.1272315,83.1399155,85.52861025,87.19911025,82.36011038,85.63732338,83.99871688
28502,Pueblo,187782,8,Colorado,CO,81.694351,80.125374,84.280449,83.429832,86.01133,85.507385,86.718201,86.675629,76.349602,74.807243,80.842407,80.002617,82.840149,82.327179,85.50843,85.397614,78.2441425,82.13882625,84.17151075,86.0749685,81.00940513,84.30531888,82.657362
28608,Kearney,56033,31,Nebraska,NE,82.621399,82.990814,84.950935,85.190964,86.706772,86.975594,91.226044,91.313019,77.393021,77.767799,81.084885,81.318199,82.871056,83.234634,86.153893,86.434029,80.19325825,83.13624575,84.947014,88.78174625,82.0321895,86.49694263,84.26456606
28609,Lexington,48464,31,Nebraska,NE,82.462051,82.763756,84.277153,84.506966,86.375931,86.623215,89.117828,89.296738,78.763908,78.997604,83.288887,83.451355,84.18557,84.380753,84.906769,85.29557,80.74682975,83.88109025,85.39136725,87.15422625,82.908802,85.67795475,84.29337838
